WE(1).Potential (V)	WE(1).Current (A)	Column 3 (V/s)
-0.35797119140625	-1.00250244140625E-05	
-0.360595703125	-1.002197265625E-05	
-0.3629150390625	-9.9700927734375E-06	
-0.365509033203125	-9.89990234375E-06	
-0.36761474609375	-9.796142578125E-06	
-0.370635986328125	-9.832763671875E-06	
-0.372894287109375	-9.735107421875E-06	
-0.37518310546875	-9.6649169921875E-06	
-0.37786865234375	-9.53369140625E-06	
-0.380126953125	-9.576416015625E-06	
-0.382354736328125	-9.4696044921875E-06	
-0.385040283203125	-9.454345703125E-06	
-0.387481689453125	-9.405517578125E-06	
-0.39013671875	-9.356689453125E-06	
-0.392364501953125	-9.2926025390625E-06	
-0.39495849609375	-9.222412109375E-06	
-0.397186279296875	-9.2254638671875E-06	
-0.399810791015625	-9.1766357421875E-06	
-0.40203857421875	-9.075927734375E-06	
-0.40460205078125	-9.0057373046875E-06	
-0.407073974609375	-8.9569091796875E-06	
-0.40936279296875	-9.0179443359375E-06	
-0.411834716796875	-8.8714599609375E-06	
-0.41424560546875	-8.917236328125E-06	
-0.416748046875	-8.837890625E-06	
-0.41888427734375	-8.7677001953125E-06	
-0.42156982421875	-8.782958984375E-06	
-0.42364501953125	-8.7158203125E-06	
-0.42657470703125	-8.740234375E-06	
-0.42901611328125	-8.6700439453125E-06	
-0.431243896484375	-8.6334228515625E-06	
-0.43359375	-8.5968017578125E-06	
-0.436187744140625	-8.544921875E-06	
-0.43865966796875	-8.544921875E-06	
-0.44097900390625	-8.4991455078125E-06	
-0.443450927734375	-8.3892822265625E-06	
-0.446014404296875	-8.3953857421875E-06	
-0.448394775390625	-8.3831787109375E-06	
-0.450836181640625	-8.3526611328125E-06	
-0.453155517578125	-8.355712890625E-06	
-0.455841064453125	-8.3587646484375E-06	
-0.458343505859375	-8.294677734375E-06	
-0.46063232421875	-8.2855224609375E-06	
-0.463104248046875	-8.2550048828125E-06	
-0.465484619140625	-8.203125E-06	
-0.468017578125	-8.21533203125E-06	
-0.470733642578125	-8.1451416015625E-06	
-0.472686767578125	-8.19091796875E-06	
-0.475128173828125	-8.0718994140625E-06	
-0.477752685546875	-8.099365234375E-06	
-0.480133056640625	-8.062744140625E-06	
-0.482696533203125	-8.0474853515625E-06	
-0.484954833984375	-7.9925537109375E-06	
-0.48748779296875	-7.97119140625E-06	
-0.4898681640625	-8.0230712890625E-06	
-0.4923095703125	-7.9345703125E-06	
-0.49462890625	-7.8582763671875E-06	
-0.497283935546875	-7.8399658203125E-06	
-0.50006103515625	-7.8338623046875E-06	
-0.50201416015625	-7.769775390625E-06	
-0.50439453125	-7.77587890625E-06	
-0.50701904296875	-7.720947265625E-06	
-0.5093994140625	-7.733154296875E-06	
-0.511749267578125	-7.7362060546875E-06	
-0.514068603515625	-7.5927734375E-06	
-0.516693115234375	-7.6416015625E-06	
-0.518951416015625	-7.5714111328125E-06	
-0.52154541015625	-7.550048828125E-06	
-0.52410888671875	-7.3486328125E-06	
-0.5263671875	-7.5225830078125E-06	
-0.52911376953125	-7.586669921875E-06	
-0.531341552734375	-7.5225830078125E-06	
-0.53369140625	-7.35504150390625E-06	
-0.53619384765625	-7.65045166015625E-06	
-0.53851318359375	-7.371826171875E-06	
-0.541015625	-7.27386474609375E-06	
-0.54351806640625	-7.43072509765625E-06	
-0.546112060546875	-7.31658935546875E-06	
-0.548187255859375	-7.3431396484375E-06	
-0.550872802734375	-7.35015869140625E-06	
-0.553070068359375	-7.28363037109375E-06	
-0.555694580078125	-7.16888427734375E-06	
-0.558135986328125	-7.2161865234375E-06	
-0.560638427734375	-7.1478271484375E-06	
-0.563018798828125	-7.22900390625E-06	
-0.5655517578125	-7.19146728515625E-06	
-0.567962646484375	-7.25006103515625E-06	
-0.5704345703125	-7.21649169921875E-06	
-0.572540283203125	-7.08984375E-06	
-0.5750732421875	-7.1136474609375E-06	
-0.577667236328125	-7.09716796875E-06	
-0.580078125	-7.2979736328125E-06	
-0.582611083984375	-7.242431640625E-06	
-0.585174560546875	-7.22869873046875E-06	
-0.58734130859375	-7.05963134765625E-06	
-0.5897216796875	-6.9769287109375E-06	
-0.592437744140625	-7.00836181640625E-06	
-0.5948486328125	-7.188720703125E-06	
-0.59735107421875	-6.90765380859375E-06	
-0.59954833984375	-7.12554931640625E-06	
-0.601898193359375	-6.9781494140625E-06	
-0.604644775390625	-6.92596435546875E-06	
-0.6070556640625	-7.210693359375E-06	
-0.609405517578125	-7.0965576171875E-06	
-0.606964111328125	-6.2860107421875E-06	
-0.604522705078125	-5.93475341796875E-06	
-0.601959228515625	-6.11846923828125E-06	
-0.599609375	-5.849609375E-06	
-0.597015380859375	-5.76324462890625E-06	
-0.595245361328125	-5.69183349609375E-06	
-0.592498779296875	-5.5853271484375E-06	
-0.59002685546875	-5.54229736328125E-06	
-0.5875244140625	-5.62835693359375E-06	
-0.585052490234375	-5.3570556640625E-06	
-0.582733154296875	-5.37109375E-06	
-0.580108642578125	-5.252685546875E-06	
-0.577728271484375	-5.11260986328125E-06	
-0.575439453125	-5.166015625E-06	
-0.57275390625	-5.2362060546875E-06	
-0.570343017578125	-5.13092041015625E-06	
-0.568023681640625	-4.99847412109375E-06	
-0.5655517578125	-5.07568359375E-06	
-0.563018798828125	-4.93682861328125E-06	
-0.5606689453125	-4.97222900390625E-06	
-0.5579833984375	-4.918212890625E-06	
-0.555816650390625	-4.9761962890625E-06	
-0.55328369140625	-4.9029541015625E-06	
-0.550933837890625	-4.8779296875E-06	
-0.54833984375	-4.64202880859375E-06	
-0.545989990234375	-4.7613525390625E-06	
-0.543548583984375	-4.730224609375E-06	
-0.54107666015625	-4.79095458984375E-06	
-0.5386962890625	-4.74884033203125E-06	
-0.536224365234375	-4.5684814453125E-06	
-0.53369140625	-4.5538330078125E-06	
-0.53131103515625	-4.54833984375E-06	
-0.52886962890625	-4.625244140625E-06	
-0.52642822265625	-4.4891357421875E-06	
-0.5240478515625	-4.51324462890625E-06	
-0.5213623046875	-4.58038330078125E-06	
-0.518890380859375	-4.449462890625E-06	
-0.516510009765625	-4.43817138671875E-06	
-0.514251708984375	-4.53369140625E-06	
-0.511566162109375	-4.462890625E-06	
-0.509368896484375	-4.3084716796875E-06	
-0.50665283203125	-4.35302734375E-06	
-0.504180908203125	-4.3060302734375E-06	
-0.501800537109375	-4.361572265625E-06	
-0.499664306640625	-4.2626953125E-06	
-0.4971923828125	-4.2791748046875E-06	
-0.494659423828125	-4.1009521484375E-06	
-0.4920654296875	-4.14886474609375E-06	
-0.4898681640625	-4.25628662109375E-06	
-0.487396240234375	-4.0728759765625E-06	
-0.48468017578125	-4.0777587890625E-06	
-0.48248291015625	-4.13177490234375E-06	
-0.480194091796875	-4.06005859375E-06	
-0.47747802734375	-4.02069091796875E-06	
-0.47528076171875	-3.97064208984375E-06	
-0.472808837890625	-4.012451171875E-06	
-0.470367431640625	-4.08447265625E-06	
-0.468048095703125	-3.93829345703125E-06	
-0.465545654296875	-3.9862060546875E-06	
-0.463104248046875	-3.936767578125E-06	
-0.460357666015625	-3.92059326171875E-06	
-0.45819091796875	-3.91937255859375E-06	
-0.455718994140625	-3.7628173828125E-06	
-0.453369140625	-3.8568115234375E-06	
-0.450592041015625	-3.8134765625E-06	
-0.448455810546875	-3.785400390625E-06	
-0.44598388671875	-3.839111328125E-06	
-0.4434814453125	-3.70697021484375E-06	
-0.44097900390625	-3.7225341796875E-06	
-0.438629150390625	-3.6260986328125E-06	
-0.4361572265625	-3.7384033203125E-06	
-0.433624267578125	-3.71490478515625E-06	
-0.431396484375	-3.7762451171875E-06	
-0.428985595703125	-3.68988037109375E-06	
-0.426361083984375	-3.64990234375E-06	
-0.4241943359375	-3.6541748046875E-06	
-0.42169189453125	-3.582763671875E-06	
-0.419281005859375	-3.563232421875E-06	
-0.416717529296875	-3.5650634765625E-06	
-0.414276123046875	-3.5797119140625E-06	
-0.411712646484375	-3.56964111328125E-06	
-0.40936279296875	-3.48541259765625E-06	
-0.406890869140625	-3.47503662109375E-06	
-0.4044189453125	-3.5009765625E-06	
-0.402130126953125	-3.40972900390625E-06	
-0.3997802734375	-3.4429931640625E-06	
-0.397247314453125	-3.4808349609375E-06	
-0.394805908203125	-3.44268798828125E-06	
-0.392303466796875	-3.40301513671875E-06	
-0.389801025390625	-3.43902587890625E-06	
-0.387420654296875	-3.41033935546875E-06	
-0.38519287109375	-3.38897705078125E-06	
-0.3826904296875	-3.372802734375E-06	
-0.380157470703125	-3.32733154296875E-06	
-0.377593994140625	-3.291015625E-06	
-0.37548828125	-3.44451904296875E-06	
-0.372589111328125	-3.299560546875E-06	
-0.370513916015625	-3.32855224609375E-06	
-0.367950439453125	-3.20892333984375E-06	
-0.365386962890625	-3.2452392578125E-06	
-0.36297607421875	-3.27880859375E-06	
-0.36065673828125	-3.24249267578125E-06	
-0.358184814453125	-3.1365966796875E-06	
-0.35577392578125	-3.121337890625E-06	
-0.35333251953125	-3.1414794921875E-06	
-0.3509521484375	-3.1085205078125E-06	
-0.34832763671875	-3.04595947265625E-06	
-0.346099853515625	-3.035888671875E-06	
-0.34368896484375	-3.06304931640625E-06	
-0.341094970703125	-3.02978515625E-06	
-0.338653564453125	-2.89886474609375E-06	
-0.336212158203125	-2.9693603515625E-06	
-0.333740234375	-2.93670654296875E-06	
-0.331329345703125	-2.85797119140625E-06	
-0.329071044921875	-2.83172607421875E-06	
-0.326324462890625	-2.8399658203125E-06	
-0.32421875	-2.88482666015625E-06	
-0.321685791015625	-2.84149169921875E-06	
-0.31903076171875	-2.694091796875E-06	
-0.316802978515625	-2.73651123046875E-06	
-0.31427001953125	-2.6763916015625E-06	
-0.31195068359375	-2.6708984375E-06	
-0.309356689453125	-2.71728515625E-06	
-0.30682373046875	-2.6025390625E-06	
-0.30450439453125	-2.56500244140625E-06	
-0.302215576171875	-2.4786376953125E-06	
-0.29974365234375	-2.4658203125E-06	
-0.297210693359375	-2.3504638671875E-06	
-0.2945556640625	-2.337646484375E-06	
-0.292572021484375	-2.305908203125E-06	
-0.289703369140625	-2.181396484375E-06	
-0.286956787109375	-2.17926025390625E-06	
-0.285003662109375	-2.09869384765625E-06	
-0.28265380859375	-1.9464111328125E-06	
-0.28009033203125	-1.91680908203125E-06	
-0.27783203125	-1.83746337890625E-06	
-0.27545166015625	-1.69921875E-06	
-0.272918701171875	-1.67633056640625E-06	
-0.270355224609375	-1.60064697265625E-06	
-0.268035888671875	-1.56524658203125E-06	
-0.265716552734375	-1.3714599609375E-06	
-0.263275146484375	-1.27685546875E-06	
-0.2606201171875	-1.0955810546875E-06	
-0.258209228515625	-9.4635009765625E-07	
-0.255889892578125	-8.758544921875E-07	
-0.253265380859375	-7.4676513671875E-07	
-0.250946044921875	-5.8392333984375E-07	
-0.24859619140625	-3.7701416015625E-07	
-0.245849609375	5.6793212890625E-08	
-0.243438720703125	3.38134765625E-08	
-0.240936279296875	2.89764404296875E-07	
-0.238525390625	4.8583984375E-07	
-0.23651123046875	6.683349609375E-07	
-0.23388671875	9.48486328125E-07	
-0.2313232421875	1.24237060546875E-06	
-0.22906494140625	1.5325927734375E-06	
-0.22650146484375	1.864013671875E-06	
-0.224090576171875	2.1551513671875E-06	
-0.221710205078125	2.5433349609375E-06	
-0.2193603515625	2.8466796875E-06	
-0.216644287109375	3.2476806640625E-06	
-0.21435546875	3.5980224609375E-06	
-0.211761474609375	4.06982421875E-06	
-0.209381103515625	4.4964599609375E-06	
-0.206695556640625	4.81964111328125E-06	
-0.204742431640625	5.29998779296875E-06	
-0.2020263671875	5.79071044921875E-06	
-0.199432373046875	6.12030029296875E-06	
-0.197265625	6.62567138671875E-06	
-0.1947021484375	7.08160400390625E-06	
-0.1922607421875	7.440185546875E-06	
-0.189971923828125	8.0657958984375E-06	
-0.187469482421875	8.49609375E-06	
-0.184814453125	8.9630126953125E-06	
-0.182647705078125	9.490966796875E-06	
-0.180267333984375	9.8114013671875E-06	
-0.177520751953125	1.01531982421875E-05	
-0.175384521484375	1.05133056640625E-05	
-0.17291259765625	1.103515625E-05	
-0.17041015625	1.1309814453125E-05	
-0.168182373046875	1.16424560546875E-05	
-0.16552734375	1.1907958984375E-05	
-0.16314697265625	1.22528076171875E-05	
-0.16058349609375	1.2384033203125E-05	
-0.15850830078125	1.26220703125E-05	
-0.15594482421875	1.2774658203125E-05	
-0.153289794921875	1.2939453125E-05	
-0.150848388671875	1.29913330078125E-05	
-0.1484375	1.30767822265625E-05	
-0.1461181640625	1.30828857421875E-05	
-0.143524169921875	1.32080078125E-05	
-0.141204833984375	1.304931640625E-05	
-0.138427734375	1.30584716796875E-05	
-0.136199951171875	1.29180908203125E-05	
-0.1337890625	1.2872314453125E-05	
-0.131439208984375	1.27716064453125E-05	
-0.128875732421875	1.2628173828125E-05	
-0.126434326171875	1.23870849609375E-05	
-0.123931884765625	1.23321533203125E-05	
-0.1217041015625	1.21246337890625E-05	
-0.119171142578125	1.19415283203125E-05	
-0.116668701171875	1.17889404296875E-05	
-0.11431884765625	1.1602783203125E-05	
-0.11175537109375	1.1474609375E-05	
-0.109466552734375	1.1285400390625E-05	
-0.107147216796875	1.10565185546875E-05	
-0.104461669921875	1.08673095703125E-05	
-0.102203369140625	1.0693359375E-05	
-0.099822998046875	1.05316162109375E-05	
-0.09716796875	1.02325439453125E-05	
-0.09478759765625	1.009521484375E-05	
-0.09259033203125	9.8663330078125E-06	
-0.089874267578125	9.7015380859375E-06	
-0.087738037109375	9.60693359375E-06	
-0.08514404296875	9.4451904296875E-06	
-0.082733154296875	9.2620849609375E-06	
-0.080047607421875	9.19189453125E-06	
-0.077789306640625	8.978271484375E-06	
-0.07537841796875	8.795166015625E-06	
-0.0728759765625	8.7188720703125E-06	
-0.070526123046875	8.660888671875E-06	
-0.068023681640625	8.4503173828125E-06	
-0.065460205078125	8.31298828125E-06	
-0.06317138671875	8.245849609375E-06	
-0.060577392578125	8.0657958984375E-06	
-0.058135986328125	7.9437255859375E-06	
-0.05560302734375	7.9833984375E-06	
-0.053192138671875	7.806396484375E-06	
-0.05035400390625	7.6934814453125E-06	
-0.048333740234375	7.5531005859375E-06	
-0.0459014892578125	7.476806640625E-06	
-0.0434967041015625	7.5103759765625E-06	
-0.040972900390625	7.4041748046875E-06	
-0.0387298583984375	7.2412109375E-06	
-0.0362213134765625	7.20672607421875E-06	
-0.0337554931640625	7.07672119140625E-06	
-0.031317138671875	7.0526123046875E-06	
-0.029156494140625	6.96746826171875E-06	
-0.0265106201171875	6.92535400390625E-06	
-0.024127197265625	6.86859130859375E-06	
-0.0216033935546875	6.84814453125E-06	
-0.0192291259765625	6.7718505859375E-06	
-0.0167633056640625	6.6998291015625E-06	
-0.0143341064453125	6.6448974609375E-06	
-0.01182861328125	6.67083740234375E-06	
-0.009600830078125	6.62353515625E-06	
-0.0068695068359375	6.4404296875E-06	
-0.00446166992187499	6.52099609375E-06	
-0.0021240234375	6.38916015625E-06	
0.000256347656250003	6.4581298828125E-06	
0.0028350830078125	6.329345703125E-06	
0.0052825927734375	6.292724609375E-06	
0.00757751464843751	6.31622314453125E-06	
0.01014404296875	6.24664306640625E-06	
0.0124603271484375	6.15509033203125E-06	
0.015130615234375	6.19720458984375E-06	
0.0174072265625	6.17828369140625E-06	
0.0197723388671875	6.1138916015625E-06	
0.0222564697265625	6.092529296875E-06	
0.02470703125	6.00738525390625E-06	
0.027081298828125	6.07391357421875E-06	
0.0296356201171875	5.99395751953125E-06	
0.031939697265625	5.9527587890625E-06	
0.0344024658203125	5.9832763671875E-06	
0.036962890625	5.91949462890625E-06	
0.0392425537109375	5.91522216796875E-06	
0.0417510986328125	5.950927734375E-06	
0.0441192626953125	5.88592529296875E-06	
0.0465179443359375	5.83770751953125E-06	
0.049041748046875	5.863037109375E-06	
0.051422119140625	5.83160400390625E-06	
0.053863525390625	5.80078125E-06	
0.056427001953125	5.82427978515625E-06	
0.058929443359375	5.7672119140625E-06	
0.0611572265625	5.675048828125E-06	
0.06365966796875	5.718994140625E-06	
0.06622314453125	5.706787109375E-06	
0.06866455078125	5.69732666015625E-06	
0.07080078125	5.63232421875E-06	
0.0733642578125	5.59234619140625E-06	
0.075836181640625	5.6036376953125E-06	
0.0784912109375	5.64422607421875E-06	
0.080780029296875	5.59722900390625E-06	
0.083465576171875	5.626220703125E-06	
0.0855712890625	5.58837890625E-06	
0.087982177734375	5.54107666015625E-06	
0.090606689453125	5.5389404296875E-06	
0.09307861328125	5.46173095703125E-06	
0.095611572265625	5.4925537109375E-06	
0.09783935546875	5.49835205078125E-06	
0.100341796875	5.59051513671875E-06	
0.097808837890625	3.97430419921875E-06	
0.095428466796875	3.71795654296875E-06	
