"Potential, V","Current, A"
-0.319,-7.92248e-06
-0.32,-7.89437e-06
-0.321,-7.86625e-06
-0.322,-7.83714e-06
-0.323,-7.81002e-06
-0.324,-7.78291e-06
-0.325,-7.75579e-06
-0.326,-7.72968e-06
-0.327,-7.70356e-06
-0.328,-7.67845e-06
-0.329,-7.65333e-06
-0.33,-7.62722e-06
-0.331,-7.6031e-06
-0.332,-7.57899e-06
-0.333,-7.55487e-06
-0.334,-7.53076e-06
-0.335,-7.50664e-06
-0.336,-7.48453e-06
-0.337,-7.46241e-06
-0.338,-7.4393e-06
-0.339,-7.41818e-06
-0.34,-7.39607e-06
-0.341,-7.37395e-06
-0.342,-7.35384e-06
-0.343,-7.33172e-06
-0.344,-7.31161e-06
-0.345,-7.29249e-06
-0.346,-7.27138e-06
-0.347,-7.25227e-06
-0.348,-7.23315e-06
-0.349,-7.21304e-06
-0.35,-7.19492e-06
-0.351,-7.17581e-06
-0.352,-7.15769e-06
-0.353,-7.13958e-06
-0.354,-7.12046e-06
-0.355,-7.10435e-06
-0.356,-7.08723e-06
-0.357,-7.07012e-06
-0.358,-7.053e-06
-0.359,-7.03589e-06
-0.36,-7.01977e-06
-0.361,-7.00366e-06
-0.362,-6.98654e-06
-0.363,-6.97243e-06
-0.364,-6.95631e-06
-0.365,-6.9412e-06
-0.366,-6.92608e-06
-0.367,-6.91097e-06
-0.368,-6.89685e-06
-0.369,-6.88274e-06
-0.37,-6.86762e-06
-0.371,-6.85451e-06
-0.372,-6.84139e-06
-0.373,-6.82628e-06
-0.374,-6.81316e-06
-0.375,-6.80005e-06
-0.376,-6.78693e-06
-0.377,-6.77482e-06
-0.378,-6.7617e-06
-0.379,-6.74959e-06
-0.38,-6.73647e-06
-0.381,-6.72436e-06
-0.382,-6.71324e-06
-0.383,-6.70013e-06
-0.384,-6.68901e-06
-0.385,-6.6779e-06
-0.386,-6.66678e-06
-0.387,-6.65567e-06
-0.388,-6.64455e-06
-0.389,-6.63344e-06
-0.39,-6.62432e-06
-0.391,-6.61321e-06
-0.392,-6.60209e-06
-0.393,-6.59298e-06
-0.394,-6.58186e-06
-0.395,-6.57275e-06
-0.396,-6.56263e-06
-0.397,-6.55352e-06
-0.398,-6.5434e-06
-0.399,-6.53429e-06
-0.4,-6.52517e-06
-0.401,-6.51606e-06
-0.402,-6.50694e-06
-0.403,-6.49883e-06
-0.404,-6.48971e-06
-0.405,-6.4806e-06
-0.406,-6.47248e-06
-0.407,-6.46437e-06
-0.408,-6.45525e-06
-0.409,-6.44814e-06
-0.41,-6.44002e-06
-0.411,-6.43191e-06
-0.412,-6.42379e-06
-0.413,-6.41568e-06
-0.414,-6.40856e-06
-0.415,-6.40045e-06
-0.416,-6.39333e-06
-0.417,-6.38622e-06
-0.418,-6.3781e-06
-0.419,-6.37199e-06
-0.42,-6.36387e-06
-0.421,-6.35676e-06
-0.422,-6.35064e-06
-0.423,-6.34353e-06
-0.424,-6.33641e-06
-0.425,-6.3303e-06
-0.426,-6.32319e-06
-0.427,-6.31607e-06
-0.428,-6.30996e-06
-0.429,-6.30284e-06
-0.43,-6.29673e-06
-0.431,-6.28961e-06
-0.432,-6.2835e-06
-0.433,-6.27738e-06
-0.434,-6.27127e-06
-0.435,-6.26515e-06
-0.436,-6.25904e-06
-0.437,-6.25192e-06
-0.438,-6.24581e-06
-0.439,-6.23969e-06
-0.44,-6.23358e-06
-0.441,-6.22846e-06
-0.442,-6.22135e-06
-0.443,-6.21623e-06
-0.444,-6.21012e-06
-0.445,-6.204e-06
-0.446,-6.19789e-06
-0.447,-6.19177e-06
-0.448,-6.18666e-06
-0.449,-6.18054e-06
-0.45,-6.17443e-06
-0.451,-6.16831e-06
-0.452,-6.1622e-06
-0.453,-6.15608e-06
-0.454,-6.15097e-06
-0.455,-6.14585e-06
-0.456,-6.13874e-06
-0.457,-6.13362e-06
-0.458,-6.12751e-06
-0.459,-6.12239e-06
-0.46,-6.11628e-06
-0.461,-6.11016e-06
-0.462,-6.10505e-06
-0.463,-6.09893e-06
-0.464,-6.09382e-06
-0.465,-6.0887e-06
-0.466,-6.08159e-06
-0.467,-6.07647e-06
-0.468,-6.07036e-06
-0.469,-6.06424e-06
-0.47,-6.05913e-06
-0.471,-6.05301e-06
-0.472,-6.0469e-06
-0.473,-6.04178e-06
-0.474,-6.03567e-06
-0.475,-6.02955e-06
-0.476,-6.02444e-06
-0.477,-6.01732e-06
-0.478,-6.01221e-06
-0.479,-6.00709e-06
-0.48,-6.00098e-06
-0.481,-5.99486e-06
-0.482,-5.98875e-06
-0.483,-5.98363e-06
-0.484,-5.97752e-06
-0.485,-5.9714e-06
-0.486,-5.96629e-06
-0.487,-5.96017e-06
-0.488,-5.95406e-06
-0.489,-5.94894e-06
-0.49,-5.94183e-06
-0.491,-5.93671e-06
-0.492,-5.9306e-06
-0.493,-5.92448e-06
-0.494,-5.91937e-06
-0.495,-5.91325e-06
-0.496,-5.90714e-06
-0.497,-5.90202e-06
-0.498,-5.89591e-06
-0.499,-5.89079e-06
-0.5,-5.88468e-06
-0.501,-5.87856e-06
-0.502,-5.87345e-06
-0.503,-5.86633e-06
-0.504,-5.86122e-06
-0.505,-5.85611e-06
-0.506,-5.84999e-06
-0.507,-5.84388e-06
-0.508,-5.83776e-06
-0.509,-5.83165e-06
-0.51,-5.82653e-06
-0.511,-5.82042e-06
-0.512,-5.8153e-06
-0.513,-5.81019e-06
-0.514,-5.80307e-06
-0.515,-5.79796e-06
-0.516,-5.79184e-06
-0.517,-5.78673e-06
-0.518,-5.78161e-06
-0.519,-5.7755e-06
-0.52,-5.76938e-06
-0.521,-5.76427e-06
-0.522,-5.75815e-06
-0.523,-5.75304e-06
-0.524,-5.74692e-06
-0.525,-5.74181e-06
-0.526,-5.73669e-06
-0.527,-5.72958e-06
-0.528,-5.72446e-06
-0.529,-5.72035e-06
-0.53,-5.71423e-06
-0.531,-5.70912e-06
-0.532,-5.704e-06
-0.533,-5.69789e-06
-0.534,-5.69277e-06
-0.535,-5.68666e-06
-0.536,-5.68154e-06
-0.537,-5.67643e-06
-0.538,-5.67031e-06
-0.539,-5.6652e-06
-0.54,-5.66008e-06
-0.541,-5.65497e-06
-0.542,-5.64985e-06
-0.543,-5.64374e-06
-0.544,-5.63962e-06
-0.545,-5.63451e-06
-0.546,-5.62839e-06
-0.547,-5.62328e-06
-0.548,-5.61816e-06
-0.549,-5.61305e-06
-0.55,-5.60793e-06
-0.551,-5.60282e-06
-0.552,-5.5977e-06
-0.553,-5.59259e-06
-0.554,-5.58747e-06
-0.555,-5.58236e-06
-0.556,-5.57724e-06
-0.557,-5.57213e-06
-0.558,-5.56801e-06
-0.559,-5.5619e-06
-0.56,-5.55778e-06
-0.561,-5.55267e-06
-0.562,-5.54755e-06
-0.563,-5.54244e-06
-0.564,-5.53732e-06
-0.565,-5.53221e-06
-0.566,-5.52809e-06
-0.567,-5.52298e-06
-0.568,-5.51886e-06
-0.569,-5.51375e-06
-0.57,-5.50863e-06
-0.571,-5.50452e-06
-0.572,-5.5004e-06
-0.573,-5.49529e-06
-0.574,-5.49117e-06
-0.575,-5.48606e-06
-0.576,-5.48194e-06
-0.577,-5.47783e-06
-0.578,-5.47171e-06
-0.579,-5.4676e-06
-0.58,-5.46348e-06
-0.581,-5.45837e-06
-0.582,-5.45525e-06
-0.583,-5.45014e-06
-0.584,-5.44603e-06
-0.585,-5.44191e-06
-0.586,-5.4368e-06
-0.587,-5.43368e-06
-0.588,-5.42857e-06
-0.589,-5.42445e-06
-0.59,-5.42034e-06
-0.591,-5.41622e-06
-0.592,-5.41211e-06
-0.593,-5.40799e-06
-0.594,-5.40288e-06
-0.595,-5.39976e-06
-0.596,-5.39565e-06
-0.597,-5.39153e-06
-0.598,-5.38742e-06
-0.599,-5.3833e-06
-0.6,-5.31119e-06
-0.599,-5.1163e-06
-0.598,-5.03942e-06
-0.597,-4.99153e-06
-0.596,-4.95165e-06
-0.595,-4.91776e-06
-0.594,-4.88588e-06
-0.593,-4.85699e-06
-0.592,-4.83011e-06
-0.591,-4.80322e-06
-0.59,-4.77934e-06
-0.589,-4.75545e-06
-0.588,-4.73257e-06
-0.587,-4.71168e-06
-0.586,-4.6898e-06
-0.585,-4.66991e-06
-0.584,-4.65103e-06
-0.583,-4.63114e-06
-0.582,-4.61325e-06
-0.581,-4.59537e-06
-0.58,-4.57748e-06
-0.579,-4.5606e-06
-0.578,-4.54371e-06
-0.577,-4.52783e-06
-0.576,-4.51194e-06
-0.575,-4.49606e-06
-0.574,-4.48117e-06
-0.573,-4.46629e-06
-0.572,-4.4504e-06
-0.571,-4.43652e-06
-0.57,-4.42163e-06
-0.569,-4.40775e-06
-0.568,-4.39486e-06
-0.567,-4.37998e-06
-0.566,-4.36709e-06
-0.565,-4.35421e-06
-0.564,-4.34032e-06
-0.563,-4.32844e-06
-0.562,-4.31555e-06
-0.561,-4.30367e-06
-0.56,-4.29078e-06
-0.559,-4.2789e-06
-0.558,-4.26701e-06
-0.557,-4.25513e-06
-0.556,-4.24324e-06
-0.555,-4.23136e-06
-0.554,-4.22047e-06
-0.553,-4.20859e-06
-0.552,-4.1977e-06
-0.551,-4.18582e-06
-0.55,-4.17593e-06
-0.549,-4.16505e-06
-0.548,-4.15416e-06
-0.547,-4.14428e-06
-0.546,-4.13339e-06
-0.545,-4.12351e-06
-0.544,-4.11262e-06
-0.543,-4.10174e-06
-0.542,-4.09285e-06
-0.541,-4.08297e-06
-0.54,-4.07208e-06
-0.539,-4.0632e-06
-0.538,-4.05331e-06
-0.537,-4.04243e-06
-0.536,-4.03354e-06
-0.535,-4.02366e-06
-0.534,-4.01477e-06
-0.533,-4.00589e-06
-0.532,-3.996e-06
-0.531,-3.98712e-06
-0.53,-3.97723e-06
-0.529,-3.96835e-06
-0.528,-3.95946e-06
-0.527,-3.95058e-06
-0.526,-3.94169e-06
-0.525,-3.93281e-06
-0.524,-3.92392e-06
-0.523,-3.91604e-06
-0.522,-3.90715e-06
-0.521,-3.89827e-06
-0.52,-3.89038e-06
-0.519,-3.8815e-06
-0.518,-3.87261e-06
-0.517,-3.86373e-06
-0.516,-3.85584e-06
-0.515,-3.84796e-06
-0.514,-3.83907e-06
-0.513,-3.83119e-06
-0.512,-3.8223e-06
-0.511,-3.81442e-06
-0.51,-3.80653e-06
-0.509,-3.79865e-06
-0.508,-3.78976e-06
-0.507,-3.78288e-06
-0.506,-3.77399e-06
-0.505,-3.76611e-06
-0.504,-3.75822e-06
-0.503,-3.75033e-06
-0.502,-3.74345e-06
-0.501,-3.73556e-06
-0.5,-3.72768e-06
-0.499,-3.71979e-06
-0.498,-3.71191e-06
-0.497,-3.70402e-06
-0.496,-3.69714e-06
-0.495,-3.68925e-06
-0.494,-3.68137e-06
-0.493,-3.67348e-06
-0.492,-3.6656e-06
-0.491,-3.65871e-06
-0.49,-3.65083e-06
-0.489,-3.64394e-06
-0.488,-3.63606e-06
-0.487,-3.62817e-06
-0.486,-3.62129e-06
-0.485,-3.6144e-06
-0.484,-3.60652e-06
-0.483,-3.59963e-06
-0.482,-3.59175e-06
-0.481,-3.58386e-06
-0.48,-3.57698e-06
-0.479,-3.57009e-06
-0.478,-3.56321e-06
-0.477,-3.55532e-06
-0.476,-3.54844e-06
-0.475,-3.54155e-06
-0.474,-3.53367e-06
-0.473,-3.52678e-06
-0.472,-3.5199e-06
-0.471,-3.51301e-06
-0.47,-3.50613e-06
-0.469,-3.49824e-06
-0.468,-3.49136e-06
-0.467,-3.48447e-06
-0.466,-3.47759e-06
-0.465,-3.4707e-06
-0.464,-3.46382e-06
-0.463,-3.45593e-06
-0.462,-3.45005e-06
-0.461,-3.44316e-06
-0.46,-3.43528e-06
-0.459,-3.42939e-06
-0.458,-3.42251e-06
-0.457,-3.41562e-06
-0.456,-3.40874e-06
-0.455,-3.40085e-06
-0.454,-3.39497e-06
-0.453,-3.38808e-06
-0.452,-3.3812e-06
-0.451,-3.37431e-06
-0.45,-3.36743e-06
-0.449,-3.36154e-06
-0.448,-3.35466e-06
-0.447,-3.34777e-06
-0.446,-3.34189e-06
-0.445,-3.335e-06
-0.444,-3.32812e-06
-0.443,-3.32223e-06
-0.442,-3.31535e-06
-0.441,-3.30846e-06
-0.44,-3.30258e-06
-0.439,-3.29569e-06
-0.438,-3.28981e-06
-0.437,-3.28292e-06
-0.436,-3.27604e-06
-0.435,-3.27015e-06
-0.434,-3.26327e-06
-0.433,-3.25738e-06
-0.432,-3.2515e-06
-0.431,-3.24461e-06
-0.43,-3.23873e-06
-0.429,-3.23184e-06
-0.428,-3.22596e-06
-0.427,-3.22007e-06
-0.426,-3.21319e-06
-0.425,-3.2073e-06
-0.424,-3.20141e-06
-0.423,-3.19453e-06
-0.422,-3.18864e-06
-0.421,-3.18276e-06
-0.42,-3.17587e-06
-0.419,-3.17099e-06
-0.418,-3.1641e-06
-0.417,-3.15822e-06
-0.416,-3.15233e-06
-0.415,-3.14545e-06
-0.414,-3.14056e-06
-0.413,-3.13468e-06
-0.412,-3.12779e-06
-0.411,-3.12291e-06
-0.41,-3.11602e-06
-0.409,-3.11014e-06
-0.408,-3.10525e-06
-0.407,-3.09937e-06
-0.406,-3.09348e-06
-0.405,-3.0876e-06
-0.404,-3.08071e-06
-0.403,-3.07583e-06
-0.402,-3.06994e-06
-0.401,-3.06406e-06
-0.4,-3.05917e-06
-0.399,-3.05229e-06
-0.398,-3.0474e-06
-0.397,-3.04152e-06
-0.396,-3.03563e-06
-0.395,-3.03075e-06
-0.394,-3.02386e-06
-0.393,-3.01898e-06
-0.392,-3.01309e-06
-0.391,-3.00721e-06
-0.39,-3.00132e-06
-0.389,-2.99544e-06
-0.388,-2.98955e-06
-0.387,-2.98467e-06
-0.386,-2.97878e-06
-0.385,-2.9739e-06
-0.384,-2.96801e-06
-0.383,-2.96213e-06
-0.382,-2.95724e-06
-0.381,-2.95136e-06
-0.38,-2.94547e-06
-0.379,-2.94059e-06
-0.378,-2.9337e-06
-0.377,-2.92782e-06
-0.376,-2.92293e-06
-0.375,-2.91705e-06
-0.374,-2.91216e-06
